Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:30596, 3,3-Dichlorobenzidine Cell
gregtech:gt.metaitem.01:30597, 3,3-Diaminobenzidine Cell
gregtech:gt.metaitem.01:30598, Diphenyl Isophthalate Cell
gregtech:gt.metaitem.01:30600, Soul Infused Medium Cell
gregtech:gt.metaitem.01:30603, Raw Bio Catalyst Medium Cell
gregtech:gt.metaitem.01:30604, Sterilized Bio Catalyst Medium Cell
gregtech:gt.metaitem.01:30605, Chlorobenzene Cell
gregtech:gt.metaitem.01:30606, Diluted Hydrochloric Acid Cell
gregtech:gt.metaitem.01:30608, Raw Growth Catalyst Medium Cell
gregtech:gt.metaitem.01:30609, Growth Catalyst Medium Cell
gregtech:gt.metaitem.01:30627, Bio Diesel Cell
gregtech:gt.metaitem.01:30628, Nitration Mixture Cell
gregtech:gt.metaitem.01:30629, Glycerol Cell
gregtech:gt.metaitem.01:30632, Dichlorobenzene Cell
gregtech:gt.metaitem.01:30637, Styrene Cell
gregtech:gt.metaitem.01:30638, Isoprene Cell
gregtech:gt.metaitem.01:30639, Tetranitromethane Cell
gregtech:gt.metaitem.01:30640, Diluted Sulfuric Acid Cell
gregtech:gt.metaitem.01:30641, Ethenone Cell
gregtech:gt.metaitem.01:30642, Ethane Cell
gregtech:gt.metaitem.01:30643, Propane Cell
gregtech:gt.metaitem.01:30644, Butane Cell
gregtech:gt.metaitem.01:30645, Butene Cell
gregtech:gt.metaitem.01:30646, Butadiene Cell
gregtech:gt.metaitem.01:30647, Toluene Cell
gregtech:gt.metaitem.01:30648, Epichlorohydrin Cell
gregtech:gt.metaitem.01:30650, Vinyl Chloride Cell
gregtech:gt.metaitem.01:30651, Sulfur Dioxide Cell
gregtech:gt.metaitem.01:30652, Sulfur Trioxide Cell
gregtech:gt.metaitem.01:30653, Nitric Acid Cell
gregtech:gt.metaitem.01:30654, 1,1-Dimethylhydrazine Cell
gregtech:gt.metaitem.01:30655, Chloramine Cell
gregtech:gt.metaitem.01:30656, Dimethylamine Cell
gregtech:gt.metaitem.01:30657, Dinitrogen Tetroxide Cell
gregtech:gt.metaitem.01:30658, Nitric Oxide Cell
gregtech:gt.metaitem.01:30659, Ammonia Cell
gregtech:gt.metaitem.01:30660, Wood Gas Cell
gregtech:gt.metaitem.01:30661, Wood Vinegar Cell
gregtech:gt.metaitem.01:30662, Wood Tar Cell
gregtech:gt.metaitem.01:30663, Dimethyldichlorosilane Cell
gregtech:gt.metaitem.01:30664, Chloromethane Cell
gregtech:gt.metaitem.01:30665, Phosphorous Pentoxide Cell
gregtech:gt.metaitem.01:30666, Tetrafluoroethylene Cell
gregtech:gt.metaitem.01:30667, Hydrofluoric Acid Cell
gregtech:gt.metaitem.01:30668, Chloroform Cell
gregtech:gt.metaitem.01:30669, Bisphenol A Cell
gregtech:gt.metaitem.01:30670, Acetic Acid Cell
gregtech:gt.metaitem.01:30671, Calcium Acetate Solution Cell
gregtech:gt.metaitem.01:30672, Acetone Cell
gregtech:gt.metaitem.01:30673, Methanol Cell
gregtech:gt.metaitem.01:30674, Carbon Monoxide Cell
gregtech:gt.metaitem.01:30675, Charcoal Byproducts Cell
gregtech:gt.metaitem.01:30677, Ethylene Cell
gregtech:gt.metaitem.01:30678, Propene Cell
gregtech:gt.metaitem.01:30679, Vinyl Acetate Cell
gregtech:gt.metaitem.01:30680, Polyvinyl Acetate Cell
gregtech:gt.metaitem.01:30681, Methyl Acetate Cell
gregtech:gt.metaitem.01:30682, Allyl Chloride Cell
gregtech:gt.metaitem.01:30683, Hydrochloric Acid Cell
gregtech:gt.metaitem.01:30684, Hypochlorous Acid Cell
gregtech:gt.metaitem.01:30686, Benzene Cell
gregtech:gt.metaitem.01:30687, Phenol Cell
gregtech:gt.metaitem.01:30688, Isopropylbenzene Cell
gregtech:gt.metaitem.01:30689, Phosphoric Acid Cell
gregtech:gt.metaitem.01:30691, Fermented Biomass Cell
gregtech:gt.metaitem.01:30692, Salt Water Cell
gregtech:gt.metaitem.01:30693, Iron III Chloride Cell
gregtech:gt.metaitem.01:30694, Life Cell
gregtech:gt.metaitem.01:30702, Ice Cell
gregtech:gt.metaitem.01:30704, Forestry Biomass Cell
gregtech:gt.metaitem.01:30706, Ethanol Cell
gregtech:gt.metaitem.01:30707, Oil Cell
gregtech:gt.metaitem.01:30708, Diesel Cell
gregtech:gt.metaitem.01:30709, Cetane-Boosted Diesel Cell
gregtech:gt.metaitem.01:30711, Fish Oil Cell
gregtech:gt.metaitem.01:30712, Creosote Cell
gregtech:gt.metaitem.01:30713, Seed Oil Cell
gregtech:gt.metaitem.01:30714, Glyceryl Trinitrate Cell
gregtech:gt.metaitem.01:30715, Methane Cell
gregtech:gt.metaitem.01:30716, Nitro-Carbon Cell
gregtech:gt.metaitem.01:30717, Nitrogen Dioxide Cell
gregtech:gt.metaitem.01:30718, Sodium Persulfate Cell
gregtech:gt.metaitem.01:30720, Sulfuric Acid Cell
gregtech:gt.metaitem.01:30721, UU-Amplifier Cell
gregtech:gt.metaitem.01:30722, Hemp Seed Oil Cell
gregtech:gt.metaitem.01:30723, Lin Seed Oil Cell
gregtech:gt.metaitem.01:30724, Lubricant Cell
gregtech:gt.metaitem.01:30725, Honey Cell
gregtech:gt.metaitem.01:30726, Refined Glue Cell
gregtech:gt.metaitem.01:30727, Hot Frying Oil Cell
gregtech:gt.metaitem.01:30728, Snow Cell
gregtech:gt.metaitem.01:30729, Holy Water Cell
gregtech:gt.metaitem.01:30730, Heavy Oil Cell
gregtech:gt.metaitem.01:30731, Raw Oil Cell
gregtech:gt.metaitem.01:30732, Light Oil Cell
gregtech:gt.metaitem.01:30733, Natural Gas Cell
gregtech:gt.metaitem.01:30734, Sulfuric Gas Cell
gregtech:gt.metaitem.01:30735, Refinery Gas Cell
gregtech:gt.metaitem.01:30736, Sulfuric Naphtha Cell
gregtech:gt.metaitem.01:30737, Sulfuric Light Fuel Cell
gregtech:gt.metaitem.01:30738, Sulfuric Heavy Fuel Cell
gregtech:gt.metaitem.01:30739, Naphtha Cell
gregtech:gt.metaitem.01:30740, Light Fuel Cell
gregtech:gt.metaitem.01:30741, Heavy Fuel Cell
gregtech:gt.metaitem.01:30742, LPG Cell
gregtech:gt.metaitem.01:30743, Red Mud Cell
gregtech:gt.metaitem.01:30745, Dimensionally Transcendent Exotic Catalyst Cell
gregtech:gt.metaitem.01:30746, Dimensionally Transcendent Resplendent Catalyst Cell
gregtech:gt.metaitem.01:30747, Dimensionally Transcendent Prosaic Catalyst Cell
gregtech:gt.metaitem.01:30748, Dimensionally Transcendent Crude Catalyst Cell
gregtech:gt.metaitem.01:30750, Trimethyl Borate Cell
gregtech:gt.metaitem.01:30752, Phosphorus Trichloride Cell
gregtech:gt.metaitem.01:30760, Naphthenic Acid Cell
gregtech:gt.metaitem.01:30762, 1,4-Dimethylbenzene Cell
gregtech:gt.metaitem.01:30763, 1,3-Dimethylbenzene Cell
gregtech:gt.metaitem.01:30764, Terephthalic Acid Cell
gregtech:gt.metaitem.01:30766, Dimethyl Terephthalate Cell
gregtech:gt.metaitem.01:30767, Sulfur Dichloride Cell
gregtech:gt.metaitem.01:30768, Thionyl Chloride Cell
gregtech:gt.metaitem.01:30774, Liquid Crystal Kevlar Cell
gregtech:gt.metaitem.01:30776, gamma-Butyrolactone Cell
gregtech:gt.metaitem.01:30777, Trimethylamine Cell
gregtech:gt.metaitem.01:30778, Methylamine Cell
gregtech:gt.metaitem.01:30780, 4-Nitroaniline Cell
gregtech:gt.metaitem.01:30781, Acetylene Cell
gregtech:gt.metaitem.01:30783, N-Methyl-2-pyrrolidone Cell
gregtech:gt.metaitem.01:30784, Polyurethane Resin Cell
gregtech:gt.metaitem.01:30786, Acetaldehyde Cell
gregtech:gt.metaitem.01:30787, Ethylene Glycol Cell
gregtech:gt.metaitem.01:30788, Silicon Oil Cell
gregtech:gt.metaitem.01:30789, Ethylene Oxide Cell
gregtech:gt.metaitem.01:30791, Nickel Tetracarbonyl Cell
gregtech:gt.metaitem.01:30792, Isobutyraldehyde Cell
gregtech:gt.metaitem.01:30793, Butyraldehyde Cell
gregtech:gt.metaitem.01:30794, Diphenylmethane Diisocyanate Mixture Cell
gregtech:gt.metaitem.01:30795, Diaminodiphenylmethane Mixture Cell
gregtech:gt.metaitem.01:30798, Silane Cell
gregtech:gt.metaitem.01:30799, Dichlorosilane Cell
gregtech:gt.metaitem.01:30811, Glowstone Cell
gregtech:gt.metaitem.01:30833, Phosphate Cell
gregtech:gt.metaitem.01:30853, Cobalt Hexahydrate Cell
gregtech:gt.metaitem.01:30865, Graphite Cell
gregtech:gt.metaitem.01:30885, Milk Cell
gregtech:gt.metaitem.01:30897, Complexity Catalyst Cell
gregtech:gt.metaitem.01:30899, Entropic Catalyst Cell
gregtech:gt.metaitem.01:30967, Silicon Tetrafluoride Cell
gregtech:gt.metaitem.01:30968, Silicon Tetrachloride Cell
gregtech:gt.metaitem.01:30972, Trichlorosilane Cell
gregtech:gt.metaitem.01:30973, Hexachlorodisilane Cell
gregtech:gt.metaitem.01:30983, MTBE Reaction Mixture (Butene) Cell
gregtech:gt.metaitem.01:30993, Nitrous Oxide Cell
gregtech:gt.metaitem.01:30994, Anti-Knock Agent Cell
gregtech:gt.metaitem.01:30995, Octane Cell
gregtech:gt.metaitem.01:30996, Raw Gasoline Cell
gregtech:gt.metaitem.01:30997, Gasoline Cell
gregtech:gt.metaitem.01:30998, High Octane Gasoline Cell
gregtech:gt.metaitem.01:30999, Mc Guffium 239 Cell
gregtech:gt.metaitem.01:31001, Hydrogen Plasma Cell
gregtech:gt.metaitem.01:31002, Deuterium Plasma Cell
gregtech:gt.metaitem.01:31003, Tritium Plasma Cell
gregtech:gt.metaitem.01:31004, Helium Plasma Cell
gregtech:gt.metaitem.01:31006, Lithium Plasma Cell
gregtech:gt.metaitem.01:31008, Beryllium Plasma Cell
gregtech:gt.metaitem.01:31009, Boron Plasma Cell
gregtech:gt.metaitem.01:31010, Carbon Plasma Cell
gregtech:gt.metaitem.01:31012, Nitrogen Plasma Cell
gregtech:gt.metaitem.01:31013, Oxygen Plasma Cell
gregtech:gt.metaitem.01:31014, Fluorine Plasma Cell
gregtech:gt.metaitem.01:31017, Sodium Plasma Cell
gregtech:gt.metaitem.01:31018, Magnesium Plasma Cell
gregtech:gt.metaitem.01:31019, Aluminium Plasma Cell
gregtech:gt.metaitem.01:31020, Raw Silicon Plasma Cell
gregtech:gt.metaitem.01:31021, Phosphorus Plasma Cell
gregtech:gt.metaitem.01:31022, Sulfur Plasma Cell
gregtech:gt.metaitem.01:31023, Chlorine Plasma Cell
gregtech:gt.metaitem.01:31024, Argon Plasma Cell
gregtech:gt.metaitem.01:31025, Potassium Plasma Cell
gregtech:gt.metaitem.01:31026, Calcium Plasma Cell
gregtech:gt.metaitem.01:31028, Titanium Plasma Cell
gregtech:gt.metaitem.01:31029, Vanadium Plasma Cell
gregtech:gt.metaitem.01:31031, Manganese Plasma Cell
gregtech:gt.metaitem.01:31032, Iron Plasma Cell
gregtech:gt.metaitem.01:31033, Cobalt Plasma Cell
gregtech:gt.metaitem.01:31034, Nickel Plasma Cell
gregtech:gt.metaitem.01:31035, Copper Plasma Cell
gregtech:gt.metaitem.01:31036, Zinc Plasma Cell
gregtech:gt.metaitem.01:31037, Gallium Plasma Cell
gregtech:gt.metaitem.01:31039, Arsenic Plasma Cell
gregtech:gt.metaitem.01:31043, Rubidium Plasma Cell
gregtech:gt.metaitem.01:31044, Strontium Plasma Cell
gregtech:gt.metaitem.01:31045, Yttrium Plasma Cell
gregtech:gt.metaitem.01:31047, Niobium Plasma Cell
gregtech:gt.metaitem.01:31048, Molybdenum Plasma Cell
gregtech:gt.metaitem.01:31052, Palladium Plasma Cell
gregtech:gt.metaitem.01:31054, Silver Plasma Cell
gregtech:gt.metaitem.01:31055, Cadmium Plasma Cell
gregtech:gt.metaitem.01:31056, Indium Plasma Cell
gregtech:gt.metaitem.01:31057, Tin Plasma Cell
gregtech:gt.metaitem.01:31058, Antimony Plasma Cell
gregtech:gt.metaitem.01:31059, Tellurium Plasma Cell
gregtech:gt.metaitem.01:31062, Caesium Plasma Cell
gregtech:gt.metaitem.01:31063, Barium Plasma Cell
gregtech:gt.metaitem.01:31064, Lanthanum Plasma Cell
gregtech:gt.metaitem.01:31065, Cerium Plasma Cell
gregtech:gt.metaitem.01:31066, Praseodymium Plasma Cell
gregtech:gt.metaitem.01:31067, Neodymium Plasma Cell
gregtech:gt.metaitem.01:31068, Promethium Plasma Cell
gregtech:gt.metaitem.01:31069, Samarium Plasma Cell
gregtech:gt.metaitem.01:31070, Europium Plasma Cell
gregtech:gt.metaitem.01:31071, Gadolinium Plasma Cell
gregtech:gt.metaitem.01:31072, Terbium Plasma Cell
gregtech:gt.metaitem.01:31073, Dysprosium Plasma Cell
gregtech:gt.metaitem.01:31074, Holmium Plasma Cell
gregtech:gt.metaitem.01:31075, Erbium Plasma Cell
gregtech:gt.metaitem.01:31076, Thulium Plasma Cell
gregtech:gt.metaitem.01:31077, Ytterbium Plasma Cell
gregtech:gt.metaitem.01:31078, Lutetium Plasma Cell
gregtech:gt.metaitem.01:31080, Tantalum Plasma Cell
gregtech:gt.metaitem.01:31081, Tungsten Plasma Cell
gregtech:gt.metaitem.01:31086, Gold Plasma Cell
gregtech:gt.metaitem.01:31087, Mercury Plasma Cell
gregtech:gt.metaitem.01:31089, Lead Plasma Cell
gregtech:gt.metaitem.01:31090, Bismuth Plasma Cell
gregtech:gt.metaitem.01:31093, Radon Plasma Cell
gregtech:gt.metaitem.01:31094, Francium Plasma Cell
gregtech:gt.metaitem.01:31096, Thorium Plasma Cell
gregtech:gt.metaitem.01:31097, Uranium 235 Plasma Cell
gregtech:gt.metaitem.01:31098, Uranium 238 Plasma Cell
gregtech:gt.metaitem.01:31101, Plutonium 241 Plasma Cell
gregtech:gt.metaitem.01:31103, Americium Plasma Cell
gregtech:gt.metaitem.01:31129, Neutronium Plasma Cell
gregtech:gt.metaitem.01:31147, Six-Phased Copper Plasma Cell
gregtech:gt.metaitem.01:31149, Creon Plasma Cell
gregtech:gt.metaitem.01:31327, Naquadria Plasma Cell
gregtech:gt.metaitem.01:31329, Tritanium Plasma Cell
gregtech:gt.metaitem.01:31340, Meteoric Iron Plasma Cell
gregtech:gt.metaitem.01:31382, Ardite Plasma Cell
gregtech:gt.metaitem.01:31393, Oriharukon Plasma Cell
gregtech:gt.metaitem.01:31395, Bedrockium Plasma Cell
gregtech:gt.metaitem.01:31397, Infinity Plasma Cell
gregtech:gt.metaitem.01:31810, Redstone Plasma Cell
gregtech:gt.metaitem.01:31884, Desh Plasma Cell
gregtech:gt.metaitem.01:31975, Draconium Plasma Cell
gregtech:gt.metaitem.01:31976, Awakened Draconium Plasma Cell
gregtech:gt.metaitem.01:31978, Ichorium Plasma Cell
gregtech:gt.metaitem.01:31982, Cosmic Neutronium Plasma Cell
gregtech:gt.metaitem.01:31984, Flerovium Plasma Cell
gregtech:gt.metaitem.01:32000, Copper GT Credit
gregtech:gt.metaitem.01:32001, Cupronickel GT Credit
gregtech:gt.metaitem.01:32002, Silver GT Credit
gregtech:gt.metaitem.01:32003, Gold GT Credit
gregtech:gt.metaitem.01:32004, Platinum GT Credit
gregtech:gt.metaitem.01:32005, Osmium GT Credit
gregtech:gt.metaitem.01:32006, Naquadah GT Credit
gregtech:gt.metaitem.01:32007, Neutronium GT Credit
gregtech:gt.metaitem.01:32008, Ancient Gold Coin
gregtech:gt.metaitem.01:32009, Doge Coin
gregtech:gt.metaitem.01:32010, Chocolate Coin
gregtech:gt.metaitem.01:32011, Industrial Copper Credit
gregtech:gt.metaitem.01:32013, Industrial Silver Credit
gregtech:gt.metaitem.01:32014, Industrial Gold Credit
gregtech:gt.metaitem.01:32015, Industrial Platinum Credit
gregtech:gt.metaitem.01:32016, Industrial Osmium Credit
gregtech:gt.metaitem.01:32017, Electric Motor (UIV)
gregtech:gt.metaitem.01:32018, Electric Motor (UMV)
gregtech:gt.metaitem.01:32019, Electric Motor (UXV)
gregtech:gt.metaitem.01:32020, Electric Motor (MAX)
gregtech:gt.metaitem.01:32021, Electric Piston (UIV)
gregtech:gt.metaitem.01:32022, Electric Piston (UMV)
gregtech:gt.metaitem.01:32023, Electric Piston (UXV)
gregtech:gt.metaitem.01:32024, Electric Piston (MAX)
gregtech:gt.metaitem.01:32025, Electric Pump (UIV)
gregtech:gt.metaitem.01:32026, Electric Pump (UMV)
gregtech:gt.metaitem.01:32027, Electric Pump (UXV)
gregtech:gt.metaitem.01:32028, Electric Pump (MAX)
gregtech:gt.metaitem.01:32029, Conveyor Module (UIV)
gregtech:gt.metaitem.01:32030, Conveyor Module (UMV)
gregtech:gt.metaitem.01:32031, Conveyor Module (UXV)
gregtech:gt.metaitem.01:32032, Conveyor Module (MAX)
gregtech:gt.metaitem.01:32033, Robot Arm (UIV)
gregtech:gt.metaitem.01:32034, Robot Arm (UMV)
gregtech:gt.metaitem.01:32035, Robot Arm (UXV)
gregtech:gt.metaitem.01:32036, Robot Arm (MAX)
gregtech:gt.metaitem.01:32037, Emitter (UIV)
gregtech:gt.metaitem.01:32038, Emitter (UMV)
gregtech:gt.metaitem.01:32039, Emitter (UXV)
gregtech:gt.metaitem.01:32040, Emitter (MAX)
gregtech:gt.metaitem.01:32041, Sensor (UIV)
gregtech:gt.metaitem.01:32042, Sensor (UMV)
gregtech:gt.metaitem.01:32043, Sensor (UXV)
gregtech:gt.metaitem.01:32044, Sensor (MAX)
gregtech:gt.metaitem.01:32045, Field Generator (UIV)
gregtech:gt.metaitem.01:32046, Field Generator (UMV)
gregtech:gt.metaitem.01:32047, Field Generator (UXV)
gregtech:gt.metaitem.01:32048, Field Generator (MAX)
gregtech:gt.metaitem.01:32049, Fluid Regulator (UHV)
gregtech:gt.metaitem.01:32050, Fluid Regulator (UEV)
gregtech:gt.metaitem.01:32051, Fluid Regulator (UIV)
gregtech:gt.metaitem.01:32052, Fluid Regulator (UMV)
gregtech:gt.metaitem.01:32053, Fluid Regulator (UXV)
gregtech:gt.metaitem.01:32054, Fluid Regulator (MAX)
gregtech:gt.metaitem.01:32081, NAND Chip Array
gregtech:gt.metaitem.01:32100, Iron Minecart Wheels
gregtech:gt.metaitem.01:32101, Steel Minecart Wheels
gregtech:gt.metaitem.01:32110, Compressed Fireclay
gregtech:gt.metaitem.01:32111, Firebrick
gregtech:gt.metaitem.01:32145, Insanely Ultimate Battery
gregtech:gt.metaitem.01:32145, Insanely Ultimate Battery
gregtech:gt.metaitem.01:32146, Mega Ultimate Battery
gregtech:gt.metaitem.01:32146, Mega Ultimate Battery
gregtech:gt.metaitem.01:32270, Filtered Conveyor Cover (Export)
gregtech:gt.metaitem.01:32271, Filtered Conveyor Cover (Import)
gregtech:gt.metaitem.01:32272, Fluid Limiter Cover
gregtech:gt.metaitem.01:32300, Empty Shape Plate
gregtech:gt.metaitem.01:32301, Mold (Plate)
gregtech:gt.metaitem.01:32302, Mold (Casing)
gregtech:gt.metaitem.01:32303, Mold (Gear)
gregtech:gt.metaitem.01:32304, Mold (Coinage)
gregtech:gt.metaitem.01:32305, Mold (Bottle)
gregtech:gt.metaitem.01:32306, Mold (Ingot)
gregtech:gt.metaitem.01:32307, Mold (Ball)
gregtech:gt.metaitem.01:32308, Mold (Block)
gregtech:gt.metaitem.01:32309, Mold (Nuggets)
gregtech:gt.metaitem.01:32310, Mold (Buns)
gregtech:gt.metaitem.01:32311, Mold (Bread)
gregtech:gt.metaitem.01:32312, Mold (Baguette)
gregtech:gt.metaitem.01:32313, Mold (Cylinder)
gregtech:gt.metaitem.01:32314, Mold (Anvil)
gregtech:gt.metaitem.01:32315, Mold (Name)
gregtech:gt.metaitem.01:32316, Mold (Arrow Head)
gregtech:gt.metaitem.01:32317, Mold (Small Gear)
gregtech:gt.metaitem.01:32318, Mold (Rod)
gregtech:gt.metaitem.01:32319, Mold (Bolt)
gregtech:gt.metaitem.01:32320, Mold (Round)
gregtech:gt.metaitem.01:32321, Mold (Screw)
gregtech:gt.metaitem.01:32322, Mold (Ring)
gregtech:gt.metaitem.01:32323, Mold (Long Rod)
gregtech:gt.metaitem.01:32324, Mold (Rotor)
gregtech:gt.metaitem.01:32325, Mold (Turbine Blade)
gregtech:gt.metaitem.01:32326, Mold (Tiny Pipe)
gregtech:gt.metaitem.01:32327, Mold (Small Pipe)
gregtech:gt.metaitem.01:32328, Mold (Normal Pipe)
gregtech:gt.metaitem.01:32329, Mold (Large Pipe)
gregtech:gt.metaitem.01:32330, Mold (Huge Pipe)
gregtech:gt.metaitem.01:32331, Mold (Drill Head)
gregtech:gt.metaitem.01:32332, Steam Regulator (LV)
gregtech:gt.metaitem.01:32333, Steam Regulator (MV)
gregtech:gt.metaitem.01:32334, Steam Regulator (HV)
gregtech:gt.metaitem.01:32335, Steam Regulator (EV)
gregtech:gt.metaitem.01:32336, Steam Regulator (IV)
gregtech:gt.metaitem.01:32345, Iron Electromagnet
gregtech:gt.metaitem.01:32346, Steel Electromagnet
gregtech:gt.metaitem.01:32347, Neodymium Electromagnet
gregtech:gt.metaitem.01:32348, §eSamarium Electromagnet
gregtech:gt.metaitem.01:32349, §aTengam Electromagnet
gregtech:gt.metaitem.01:32350, Extruder Shape (Plate)
gregtech:gt.metaitem.01:32351, Extruder Shape (Rod)
gregtech:gt.metaitem.01:32352, Extruder Shape (Bolt)
gregtech:gt.metaitem.01:32353, Extruder Shape (Ring)
gregtech:gt.metaitem.01:32354, Extruder Shape (Cell)
gregtech:gt.metaitem.01:32355, Extruder Shape (Ingot)
gregtech:gt.metaitem.01:32356, Extruder Shape (Wire)
gregtech:gt.metaitem.01:32357, Extruder Shape (Casing)
gregtech:gt.metaitem.01:32358, Extruder Shape (Tiny Pipe)
gregtech:gt.metaitem.01:32359, Extruder Shape (Small Pipe)
gregtech:gt.metaitem.01:32360, Extruder Shape (Normal Pipe)
gregtech:gt.metaitem.01:32361, Extruder Shape (Large Pipe)
gregtech:gt.metaitem.01:32362, Extruder Shape (Huge Pipe)
gregtech:gt.metaitem.01:32363, Extruder Shape (Block)
gregtech:gt.metaitem.01:32364, Extruder Shape (Sword Blade)
gregtech:gt.metaitem.01:32365, Extruder Shape (Pickaxe Head)
gregtech:gt.metaitem.01:32366, Extruder Shape (Shovel Head)
gregtech:gt.metaitem.01:32367, Extruder Shape (Axe Head)
gregtech:gt.metaitem.01:32368, Extruder Shape (Hoe Head)
gregtech:gt.metaitem.01:32369, Extruder Shape (Hammer Head)
gregtech:gt.metaitem.01:32370, Extruder Shape (File Head)
gregtech:gt.metaitem.01:32371, Extruder Shape (Saw Blade)
gregtech:gt.metaitem.01:32372, Extruder Shape (Gear)
gregtech:gt.metaitem.01:32373, Extruder Shape (Bottle)
gregtech:gt.metaitem.01:32374, Extruder Shape (Rotor)
gregtech:gt.metaitem.01:32375, Extruder Shape (Small Gear)
gregtech:gt.metaitem.01:32376, Extruder Shape (Turbine Blade)
gregtech:gt.metaitem.01:32377, Extruder Shape (Drill Head)
gregtech:gt.metaitem.01:32380, Basic Item Holder
gregtech:gt.metaitem.01:32381, Good Item Holder
gregtech:gt.metaitem.01:32382, Advanced Item Holder
gregtech:gt.metaitem.01:32383, LV Wireless Energy Cover
gregtech:gt.metaitem.01:32384, MV Wireless Energy Cover
gregtech:gt.metaitem.01:32385, HV Wireless Energy Cover
gregtech:gt.metaitem.01:32386, EV Wireless Energy Cover
gregtech:gt.metaitem.01:32387, IV Wireless Energy Cover
gregtech:gt.metaitem.01:32388, LuV Wireless Energy Cover
gregtech:gt.metaitem.01:32389, ZPM Wireless Energy Cover
gregtech:gt.metaitem.01:32390, UV Wireless Energy Cover
gregtech:gt.metaitem.01:32391, UHV Wireless Energy Cover
gregtech:gt.metaitem.01:32392, UEV Wireless Energy Cover
gregtech:gt.metaitem.01:32393, UIV Wireless Energy Cover
gregtech:gt.metaitem.01:32394, UMV Wireless Energy Cover
gregtech:gt.metaitem.01:32395, UXV Wireless Energy Cover
gregtech:gt.metaitem.01:32396, MAX Wireless Energy Cover
gregtech:gt.metaitem.01:32397, Debug Wireless Energy Cover
gregtech:gt.metaitem.01:32398, Slicer Blade (Flat)
gregtech:gt.metaitem.01:32399, Slicer Blade (Stripes)
gregtech:gt.metaitem.01:32400, Empty Plastic Fuel Can
gregtech:gt.metaitem.01:32401, Plastic Fuel Can
gregtech:gt.metaitem.01:32402, Empty Spray Can
gregtech:gt.metaitem.01:32404, Empty Thermos Can
gregtech:gt.metaitem.01:32405, Large Steel Fluid Cell
gregtech:gt.metaitem.01:32406, Large Tungstensteel Fluid Cell
gregtech:gt.metaitem.01:32407, Large Aluminium Fluid Cell
gregtech:gt.metaitem.01:32408, Large Stainless Steel Fluid Cell
gregtech:gt.metaitem.01:32409, Large Titanium Fluid Cell
gregtech:gt.metaitem.01:32410, Large Chrome Fluid Cell
gregtech:gt.metaitem.01:32411, Large Iridium Fluid Cell
gregtech:gt.metaitem.01:32412, Large Osmium Fluid Cell
gregtech:gt.metaitem.01:32413, Large Neutronium Fluid Cell
gregtech:gt.metaitem.01:32414, Lump of Electronics
gregtech:gt.metaitem.01:32415, Raw Tesseract
gregtech:gt.metaitem.01:32416, Giga Chad Token
gregtech:gt.metaitem.01:32417, Energised Tesseract
gregtech:gt.metaitem.01:32418, Black Hole Seed
gregtech:gt.metaitem.01:32419, Black Hole Collapser
gregtech:gt.metaitem.01:32420, Superstable Black Hole Seed
gregtech:gt.metaitem.01:32427, Hyper-Stable Self-Healing Adhesive
gregtech:gt.metaitem.01:32428, Superconductor Rare-Earth Composite
gregtech:gt.metaitem.01:32429, Black Body Naquadria Supersolid
gregtech:gt.metaitem.01:32430, Spray Can (Black)
gregtech:gt.metaitem.01:32432, Spray Can (Red)
gregtech:gt.metaitem.01:32434, Spray Can (Green)
gregtech:gt.metaitem.01:32436, Spray Can (Brown)
gregtech:gt.metaitem.01:32438, Spray Can (Blue)
gregtech:gt.metaitem.01:32440, Spray Can (Purple)
gregtech:gt.metaitem.01:32442, Spray Can (Cyan)
gregtech:gt.metaitem.01:32444, Spray Can (Light Gray)
gregtech:gt.metaitem.01:32446, Spray Can (Gray)
gregtech:gt.metaitem.01:32448, Spray Can (Pink)
gregtech:gt.metaitem.01:32450, Spray Can (Lime)
gregtech:gt.metaitem.01:32452, Spray Can (Yellow)
gregtech:gt.metaitem.01:32454, Spray Can (Light Blue)
gregtech:gt.metaitem.01:32456, Spray Can (Magenta)
gregtech:gt.metaitem.01:32458, Spray Can (Orange)
gregtech:gt.metaitem.01:32460, Spray Can (White)
gregtech:gt.metaitem.01:32462, Heavy Duty Alloy Ingot T1
gregtech:gt.metaitem.01:32463, Heavy Duty Alloy Ingot T2
gregtech:gt.metaitem.01:32464, Heavy Duty Alloy Ingot T3
gregtech:gt.metaitem.01:32465, Spray Can Solvent
gregtech:gt.metaitem.01:32467, Empty Spray Can Solvent Canister
gregtech:gt.metaitem.01:32468, Infinite Spray Can
gregtech:gt.metaitem.01:32471, Match
gregtech:gt.metaitem.01:32473, Match Box (Full)
gregtech:gt.metaitem.01:32474, Lighter (Empty)
gregtech:gt.metaitem.01:32476, Lighter (Full)
gregtech:gt.metaitem.01:32477, Platinum Lighter (Empty)
gregtech:gt.metaitem.01:32479, Platinum Lighter (Full)
gregtech:gt.metaitem.01:32480, Iridium Alloy Ingot
gregtech:gt.metaitem.01:32481, Printed Pages
gregtech:gt.metaitem.01:32487, Book
gregtech:gt.metaitem.01:32488, Book
gregtech:gt.metaitem.01:32489, Book
gregtech:gt.metaitem.01:32490, Schematic
gregtech:gt.metaitem.01:32491, Schematic (Crafting)
